ID,CATEGORY,LINK,TITLE,BODY,SOURCE,DATE
10,Politics,https://english.onlinekhabar.com/nepal-seeks-alternative-to-india-for-covid-19-vaccines.html,Nepal seeks alternative to India for Covid-19 vaccines,"As the Indian Serum Institute did not send on time one million doses of the Covishield Covid-19 vaccines that Nepal has already paid the price for, the government has launched efforts to seek alternative suppliers.

In February, Nepal had paid the company Rs 930 million to purchase two million doses of the Covishield Covid-19 vaccines. The company delivered half of the supplies immediately, but the second half is still awaited.

If the vaccines had arrived on time, the government would have signed another contract with the company for the supply of additional five million vaccines. However, with the unexpected delay, the government is in the mood to search for alternatives.

In a conversation with Nepali Congress lawmaker Gagan Kumar Thapa on Twitter on Wednesday, Foreign Affairs Minister Pradeep Kumar Gyawali has claimed that the government has already initiated a process to import some doses of vaccines from the United States.

सुझावका लागि धन्यवाद माननीयज्यू ।यस सम्बन्धमा आवश्यक प्रक्रिया अगाडि बढ़ाई सकिएको छ ।

Uttam Ghimire, the second secretary at the Nepali Embassy in Washington, also confirms the initiative, maintaining no substantive progress has been made yet.

Meanwhile, preparations are also underway to import the Sputnik V vaccines from Russia. The government has recently approved the vaccine for emergency use. A high-level Russian team has reportedly discussed the export of the vaccines with Health Minister Hridayesh Tripathi on Wednesday.

Likewise, Chinese Foreign Minister Wang Yi, in a video conference with his five South Asian counterparts including Gyawali on Tuesday, has said Beijing is ready to provide vaccines as a grant and as a purchase.

So far, Nepal has imported the following vaccines:",OnlineKhabar,2021-04-29
11,Politics,https://english.onlinekhabar.com/bagmati-cm-expands-cabinet-to-induct-4-new-ministers.html,Bagmati CM expands cabinet to induct 4 new ministers,"Bagmati Chief Minister Dor Mani Paudel has expanded his cabinet to induct four more ministers including three cabinet ministers and one state ministers.

A source close to the chief minister reveals the following will be sworn-in at 4 pm today:

Three ministries were vacant since December 25, 2020, after a virtual split in the then Nepal Communist Party. A faction of the party had launched efforts to remove Paudel from the position with Ashta Laxmi Shakya as the new chief minister.

However, it had not been successful with the Supreme Court rejecting the unification between the CPN-UML and the CPN-Maoist Centre and reviving the two old parties, after which the anti-Paudel camp turned weak.",OnlineKhabar,2021-04-28
12,Politics,https://english.onlinekhabar.com/china-proposes-joint-mechanism-to-supply-medical-equipment-in-south-asia.html,China proposes joint mechanism to supply medical equipment in South Asia,"China has proposed establishing a joint mechanism with the involvement of various countries in South Asia including Nepal and China itself to ease the supply of medical equipment for the Covid-19 response.

As the numbers of active Covid-19 cases surged in the entire region, Chinese Foreign Minister Wang Yi virtually met his counterparts in Nepal, Bangladesh, Sri Lanka, Pakistan and Afghanistan to discuss their Covid-19 responses and possible international cooperation in the battle.

During the video conference attended by Nepal’s Foreign Affairs Minister Pradeep Kumar Gyawali on Tuesday afternoon, Wang said a joint mechanism should be established to ensure the timely supply of Covid-19 vaccines and other essential supplies in the participating countries.

Responding to the proposal, Bangladesh has suggested the storage facility could be built in Bangladesh.

The meeting yesterday has been considered significant as India, the most resourceful South Asian country, has been struggling hard to ensure the availability of medical essentials for its own citizens.

Meanwhile, China has announced to provide Nepal with medical equipment worth Rs 90 million.",OnlineKhabar,2021-04-28
13,Politics,https://english.onlinekhabar.com/lumbini-assembly-to-discuss-no-confidence-motion-against-cm-pokharel-from-may-2.html,Lumbini Assembly to discuss no-confidence motion against CM Pokharel from May 2,"Lumbini Governor (Province Chief) Dharma Nath Yadav has summoned the special session of the Provincial Assembly to begin from coming Sunday, May 2.

Opposition parties including the CPN-Maoist Centre and Nepali Congress had submitted an application to the governor demanding a special session. They have filed a no-confidence motion in a bid to oust CPN-UML’s Shankar Pokhrel-led provincial government and want to discuss the motion as soon as possible.

The opposition parties want to form the new government under the Maoist Centre’s Kul Prasad KC, who was CM Pokharel’s internal affairs minister until the no-confidence motion was filed.

Following the Supreme Court verdict rejecting the 2018 unification between the then CPN-UML and the CPN-Maoist Centre, the two parties have been revived in this province also. After that, CM Pokhrel’s UML has lost the support of the majority lawmakers although it is the biggest party with 41 members in the 85-member assembly.

Further, it is expected that the opposition camp will get support from the pro-Madhav Kumar Nepal faction of the UML itself as it happened in Karnali.

Proposing KC as the chief minister has been viewed as a deal between the Nepali Congress and the Maoist Centre at the central level, according to which the opposition parties have proposed replacing Gandaki Chief Minister Prithvi Subba Gurung by Congress leader Krishna Chandra Nepali Pokharel.

Meanwhile, the Gandaki Provincial Assembly is voting on the motion against Gurung on Wednesday afternoon.",OnlineKhabar,2021-04-28
14,Politics,https://english.onlinekhabar.com/un-calls-nepal-to-reverse-nhrc-appointments-that-are-inconsistent-with-international-standards.html,UN calls on Nepal to reverse NHRC appointments that are ‘inconsistent with international standards’,"A group of human rights experts in the United Nations has said the recent appointments of five commissioners in the National Human Rights Commission of Nepal are “inconsistent with international standards”.

Clément Nyaletsossi Voule (special rapporteur on the rights to freedom of peaceful assembly and of association), Tae-Ung Baik (chair), Henrikas Mickevičius, (vice-chair), Aua Balde, Bernard Duhaime and Luciano Hazan (Working Group on Enforced or Involuntary Disappearances), Mary Lawlor (Special Rapporteur on the Situation of Human Rights Defenders), Diego García-Sayán (special rapporteur on the independence of judges and lawyers), Nils Melzer (special rapporteur on torture and other cruel, inhuman or degrading treatment or punishment) in a joint statement say, “We call on the government to reverse the appointments to the constitutional bodies and facilitate a new process marked by openness, transparency, broad consultation and participation.”

“This appointment process has failed to implement the essential requirements of the Paris Principles, including the need for an open, transparent and participatory process with broad consultations,” say the experts.

Earlier in March, three international human rights organisations–Human Rights Watch, the International Commission of Jurists, and Amnesty International–had also urged the government to rescind the appointments.

At least two writ petitions challenging the appointments are pending at the Supreme Court.

In February, Prime Minister KP Sharma Oli-led government had appointed officials of various constitutional bodies including the Commission for the Investigation of Abuse of Authority and the National Human Rights Commission without a parliamentary hearing, which many people claim is unconstitutional.",OnlineKhabar,2021-04-27
15,Politics,https://english.onlinekhabar.com/energy-minister-rayamajhi-hospitalised-after-testing-coronavirus-positive.html,Energy Minister Rayamajhi hospitalised after testing coronavirus positive,"Minister for Energy, Water Resources and Irrigation Top Bahadur Rayamajhi has tested positive for the coronavirus. Following the infection, he has been hospitalised.

Although his health status is normal, the minister has been admitted to the Birendra Hospital in Chhauni so as to avoid likely deterioration, Rayamajhi’s secretariat informs.

Rayamjhi has become the first minister in the Oli cabinet to test positive for the virus in the second wave of the pandemic.

He had recently attended a political function in his home district of Arghakhanchi.",OnlineKhabar,2021-04-27
15,Politics,https://english.onlinekhabar.com/energy-minister-rayamajhi-hospitalised-after-testing-coronavirus-positive.html,Energy Minister Rayamajhi hospitalised after testing coronavirus positive,"Minister for Energy, Water Resources and Irrigation Top Bahadur Rayamajhi has tested positive for the coronavirus. Following the infection, he has been hospitalised.
Although his health status is normal, the minister has been admitted to the Birendra Hospital in Chhauni so as to avoid likely deterioration, Rayamajhi’s secretariat informs.
Rayamjhi has become the first minister in the Oli cabinet to test positive for the virus in the second wave of the pandemic.
He had recently attended a political function in his home district of Arghakhanchi.",OnlineKhabar,2021-04-27
16,Politics,https://english.onlinekhabar.com/chinese-foreign-minister-meeting-nepals-gyawali-among-other-south-asian-leaders-on-covid-19.html,Chinese Foreign Minister meeting Nepal’s Gyawali among other South Asian leaders on Covid-19,"Chinese Foreign Minister Wang Yi is scheduled to hold a group meeting with his Nepali counterpart Pradeep Kumar Gyawali on Tuesday.
Concerned officials say Wang is going to host a virtual meeting with his foreign affairs ministers of Nepal, Afghanistan, Pakistan, Sri Lanka and Bangladesh later today.
An official says the availability of Covid-19 vaccines among other issues about the Covid-19 control in the South Asian region will be discussed during the meeting.
The rate of infection has increased in all these countries of late. China has been stressing regional cooperation for Covid-19 control.
Meanwhile, many think China is using the public health crisis in South Asia as an opportunity to increase its interference in the region.",OnlineKhabar,2021-04-27
17,Politics,https://english.onlinekhabar.com/govt-sends-additional-80-health-workers-to-covid-19-hotspot-of-nepalgunj.html,Govt sends additional 80 health workers to Covid-19 hotspot of Nepalgunj,"The federal government has decided to send an additional 80 health workers to Nepalgunj of Banke that has been the main hotspot of the second wave of the Covid-19 pandemic in the country.
A meeting of key officials at the Ministry of Health on Monday decided to send 10 medical officers (doctors), 40 nurses and 30 health assistants to the city.
Earlier on Sunday, Onlinekhabar had published a report on the looming health crisis in the city coupled with the human resource crunch.
Also on Sunday, the ministry’s chief health expert Dr Mahendra Shrestha had visited Nepalgunj and reported to his colleagues about the situation there.
Meanwhile, the government also decided to provide the necessary equipment to the Nepalgunj Medical College to construct a 50-bed high dependency unit there.",OnlineKhabar,2021-04-26
18,Politics,https://english.onlinekhabar.com/nepal-army-defies-house-directive-to-continue-fast-track-construction.html,Nepal Army defies House directive to continue fast track construction,"The Nepal Army has defied a directive of the Public Accounts Committee in the House of Representatives about the construction of the Kathmandu-Terai fast track.
The committee on April 1 had directed the army to cancel the bidding process in the second package of the tunnel and bridge construction under the fast track project after reports of irregularities. However, on Sunday, the army called a notice calling the letter of intent from the contractor for the tunnels and bridges.
Earlier, the army had qualified only one company, Poly Changda Engineering Co Ltd of China, among 21 bidders for the construction work. The company has won a contract of Rs 20.85 billion.
Two days after the House directive, Prime Minister KP Sharma Oli, who is also the Minister for Defence looking after the military affairs, had expressed his disagreement over the committee’s conclusion.
Meanwhile, the army says the House directive was for the government and not for the army.
“The Ministry of Defence had asked us about the directive, and we have sent our response back to them. Since the government did not issue any instruction to us to stop the work, we have moved forward the process regularly as per the Public Procurement Act and Regulations,” the army spokesperson Santosh Ballav Poudyal says.",OnlineKhabar,2021-04-25
19,Politics,https://english.onlinekhabar.com/loktantra-day-2006-peoples-movement.html,Loktantra Day: Recalling major incidents of 2006 people’s movement,"Today is the Loktantra Day (Democracy Day) in Nepal. Then King Gyanendra, on this day, in 2006, had reinstated the dissolved House of Representatives as a result of a 19-day-long people’s revolution popularly known as People Movement/Janaandolan II.
This was a movement against the royal coup staged by King Gyanendra in February 2005 that eventually resulted in the abolition of the 240-year-long monarchy in the country.
Here, let’s mark the celebration of this historic day that paved the way for a federal democratic republic, by getting to know the timeline of the events that happened in those 19 days of revolution.
February 1, 2005: King Gyanendra dismissed the cabinet led by Sher Bahadur Deuba and took all executive powers into his hand.
November 22, 2005: The signing of a twelve-point agreement between the Seven Parties’ Alliance (SPA) and the Unified Communist Party of Nepal ( Maoist) in New Delhi to wage a unified mass movement against the monarchy built the foundation for the Janaandolan II.
February 8, 2006: The SPA boycotted municipal elections.
The SPA announced a nationwide peaceful pro-democracy people’s movement. Initially, it was a nationwide general four-day strike, but it lasted for 19 days. On the first day of the movement, more than 450 protestors were arrested and many political activists were kept under house arrest.
Also, the Maoists attacked Malangwa, Sarlahi in central Terai as King Gyanendra had gone to Birgunj, Parsa, for inaugurating the World Hindu Convention despite several warnings from political parties.
Demonstrations across Nepal rippled; buildings were vandalised; tyres were burnt; roads were blocked.
King Gyanendra retaliated against the demonstrations by imposing a curfew in Kathmandu with a ban on mass meetings, assemblies, rallies, and sit-in programmes within Kathmandu’s Ring Road. Telephone and mobile phone connections were suspended.
Also, around 25 people died in a clash between security forces and the Maoists in western Nepal, mainly in Kapilvastu and Rupandehi. Likewise, a demonstrator in Chitwan was shot dead.
The Maoists had blocked all the major highways and 12-hour curfews had become a schedule. The SPA called for a tax boycott and declared to continue the movement indefinitely.
Many civil servants and professionals comprising lawyers, teachers, engineers, professors, doctors and journalists and many others joined the movement.
The movement intensified in the following days, with crowds increasing to sizes estimated at 100,000 to 200,000 in Kathmandu.
Curfews for the daytime were lifted. However, more than 500 professionals including journalists, lawyers, human rights activists, and many other agitators were arrested by the security forces.
It was New Year’s Day. On this occasion, addressing the nation, the king called the political parties for the talks. However, the parties rejected the call continued the protest. Likewise, the government also intensified its brutality against the demonstrators.
Owing to international pressures and protests, King Gyanendra met political leaders. After this meeting, many leaders including CPN-UML General Secretary Madhav Kumar Nepal and Nepali Congress General Secretary Ram Chandra Poudel were released.
The king imposed a 25-hour curfew in Kathmandu. Likewise, three protestors were killed in Kalanki of the city while defying the curfew orders. Also, police stations distributing curfew passes to the media and the UN staffers were closed down and the passes were denied.
On the very day, the king put forth an offer to nominate Nepali Congress leader, Krishna Prasad Bhattarai, as the new prime minister. However, he refused.
Protests reached their peak with over 500,000 agitators on the street. Several individuals were killed and hundreds were injured with police firing bullets and tear gas shells, and charging batons.
In the same evening, on a television statement, the king announced a new offer stating he would return all the executive powers to the people and requested the SPA to recommend the name of the prime minister who would run the government. But, this was also refused.
Thousands of people filled Kathmandu’s 27-km Ring Road surrounding the city. The leaders presented their three core demands that included the reinstatement of the dissolved parliament, formation of an all-party government, and elections to a constituent assembly (that would draft a new constitution). Also, the protesters in a huge number marched towards the palace defying the curfew orders.
There was an 11-hour curfew and ‘shoot-at-sight’ order in Kathmandu. Despite such a situation, the SPA leaders announced a “mammoth Ring Road rally” for April 25.
Schools, shops, businesses and government offices were closed for 19 days.
Finally, after 19 days of the protests, the movement came to its climax with King Gyanendra reinstating the old House of Representatives, which was dissolved in February 2005. The king called upon the SPA to unify the nation. And, the SPA accepted it.",OnlineKhabar,2021-04-24
20,Politics,https://english.onlinekhabar.com/uml-feud-escalates-with-oli-forming-new-standing-committee-amid-rivals-boycott.html,UML feud escalates with Oli forming new standing committee amid rivals’ boycott,"The ongoing dispute in the ruling CPN-UML has escalated further as Prime Minister KP Sharma Oli as the party chair formed a new standing committee of the party on Friday.
A meeting of the party’s central committee on Friday formed the 19-member committee that includes four former leaders of the CPN-Maoist Centre who had recently defected to the party.
The rival camp led by the party’s senior leader Madhav Kumar Nepal, however, had continued to boycott the meeting today demanding Oli’s previous decision of removing all officials from the positions be withdrawn. Since then, the faction has been carrying out activities such as forming parallel committees in the districts whereas Oli has taken a round of actions against the leaders belonging to the camp.
No one belonging to the rival group has made it to the standing committee formed today.
Here is the list of the members of the party’s standing committee as declared by Oli:
Meanwhile, the meeting removed four members of the Karnali Provincial Assembly from the party.
Prakash Jwala, Nanda Singh Budha, Amar Thapa and Kurma Raj Shahi had defied the party decision of voting against Chief Minister Mahendra Bahadur Shahi during the vote held last week.",OnlineKhabar,2021-04-23
